GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,MNTE001,NAME_M,MNTM001
"G1700710","2007-2011",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",7379,"Henderson County, Illinois",0
"G1700730","2007-2011",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",50465,"Henry County, Illinois",0
"G1700750","2007-2011",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",29901,"Iroquois County, Illinois",0
"G1700770","2007-2011",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",59901,"Jackson County, Illinois",0
"G1700790","2007-2011",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",9735,"Jasper County, Illinois",0
"G1700810","2007-2011",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",39032,"Jefferson County, Illinois",0
"G1700830","2007-2011",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",22972,"Jersey County, Illinois",0
"G1700850","2007-2011",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",22709,"Jo Daviess County, Illinois",0
"G1700870","2007-2011",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",12666,"Johnson County, Illinois",0
"G1700890","2007-2011",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",509622,"Kane County, Illinois",0
"G1700910","2007-2011",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",112895,"Kankakee County, Illinois",0
"G1700930","2007-2011",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",110767,"Kendall County, Illinois",0
"G1700950","2007-2011",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",52881,"Knox County, Illinois",0
"G1700970","2007-2011",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",700424,"Lake County, Illinois",0
"G1700990","2007-2011",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",113865,"LaSalle County, Illinois",0
"G1701010","2007-2011",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",16853,"Lawrence County, Illinois",0
"G1701030","2007-2011",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",36012,"Lee County, Illinois",0
"G1701050","2007-2011",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",38992,"Livingston County, Illinois",0
"G1701070","2007-2011",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",30353,"Logan County, Illinois",0
"G1701090","2007-2011",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",32673,"McDonough County, Illinois",0
"G1701110","2007-2011",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",307721,"McHenry County, Illinois",0
"G1701130","2007-2011",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",168234,"McLean County, Illinois",0
"G1701150","2007-2011",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",110712,"Macon County, Illinois",0
"G1701170","2007-2011",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",47879,"Macoupin County, Illinois",0
"G1701190","2007-2011",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",268473,"Madison County, Illinois",0
"G1701210","2007-2011",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",39586,"Marion County, Illinois",0
"G1701230","2007-2011",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",12692,"Marshall County, Illinois",0
"G1701250","2007-2011",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",14788,"Mason County, Illinois",0
"G1701270","2007-2011",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",15439,"Massac County, Illinois",0
"G1701290","2007-2011",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",12731,"Menard County, Illinois",0
"G1701310","2007-2011",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",16497,"Mercer County, Illinois",0
"G1701330","2007-2011",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",32767,"Monroe County, Illinois",0
"G1701350","2007-2011",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",30126,"Montgomery County, Illinois",0
"G1701370","2007-2011",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",35673,"Morgan County, Illinois",0
"G1701390","2007-2011",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",14773,"Moultrie County, Illinois",0
"G1701410","2007-2011",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",53525,"Ogle County, Illinois",0
"G1701430","2007-2011",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",185780,"Peoria County, Illinois",0
"G1701450","2007-2011",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",22403,"Perry County, Illinois",0
"G1701470","2007-2011",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",16710,"Piatt County, Illinois",0
"G1701490","2007-2011",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",16536,"Pike County, Illinois",0
"G1701510","2007-2011",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",4418,"Pope County, Illinois",0
"G1701530","2007-2011",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",6184,"Pulaski County, Illinois",0
"G1701550","2007-2011",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",5989,"Putnam County, Illinois",0
"G1701570","2007-2011",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",33503,"Randolph County, Illinois",0
"G1701590","2007-2011",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",16180,"Richland County, Illinois",0
"G1701610","2007-2011",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",147625,"Rock Island County, Illinois",0
"G1701630","2007-2011",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",268086,"St. Clair County, Illinois",0
"G1701650","2007-2011",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",25071,"Saline County, Illinois",0
"G1701670","2007-2011",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",196393,"Sangamon County, Illinois",0
"G1701690","2007-2011",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",7519,"Schuyler County, Illinois",0
"G1701710","2007-2011",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",5351,"Scott County, Illinois",0
"G1701730","2007-2011",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",22330,"Shelby County, Illinois",0
"G1701750","2007-2011",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",5980,"Stark County, Illinois",0
"G1701770","2007-2011",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephenson County, Illinois",47730,"Stephenson County, Illinois",0
"G1701790","2007-2011",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Illinois",134636,"Tazewell County, Illinois",0
"G1701810","2007-2011",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Illinois",17883,"Union County, Illinois",0
"G1701830","2007-2011",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion County, Illinois",81799,"Vermilion County, Illinois",0
"G1701850","2007-2011",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Illinois",12041,"Wabash County, Illinois",0
"G1701870","2007-2011",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Illinois",17740,"Warren County, Illinois",0
"G1701890","2007-2011",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Illinois",14746,"Washington County, Illinois",0
"G1701910","2007-2011",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Illinois",16814,"Wayne County, Illinois",0
"G1701930","2007-2011",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Illinois",14747,"White County, Illinois",0
"G1701950","2007-2011",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whiteside County, Illinois",58622,"Whiteside County, Illinois",0
"G1701970","2007-2011",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Will County, Illinois",674166,"Will County, Illinois",0
"G1701990","2007-2011",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Illinois",66025,"Williamson County, Illinois",0
"G1702010","2007-2011",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Illinois",294893,"Winnebago County, Illinois",0
"G1702030","2007-2011",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Illinois",38523,"Woodford County, Illinois",0
"G1800010","2007-2011",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Indiana",34263,"Adams County, Indiana",0
"G1800030","2007-2011",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Indiana",353721,"Allen County, Indiana",0
"G1800050","2007-2011",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",76536,"Bartholomew County, Indiana",0
"G1800070","2007-2011",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Indiana",8815,"Benton County, Indiana",0
"G1800090","2007-2011",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackford County, Indiana",12848,"Blackford County, Indiana",0
"G1800110","2007-2011",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Indiana",55730,"Boone County, Indiana",0
"G1800130","2007-2011",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Indiana",15227,"Brown County, Indiana",0
"G1800150","2007-2011",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Indiana",20106,"Carroll County, Indiana",0
"G1800170","2007-2011",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Indiana",38971,"Cass County, Indiana",0
"G1800190","2007-2011",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Indiana",108864,"Clark County, Indiana",0
"G1800210","2007-2011",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Indiana",26947,"Clay County, Indiana",0
"G1800230","2007-2011",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Indiana",33228,"Clinton County, Indiana",0
"G1800250","2007-2011",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Indiana",10755,"Crawford County, Indiana",0
"G1800270","2007-2011",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Indiana",31347,"Daviess County, Indiana",0
"G1800290","2007-2011",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dearborn County, Indiana",49825,"Dearborn County, Indiana",0
"G1800310","2007-2011",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Indiana",25682,"Decatur County, Indiana",0
"G1800330","2007-2011",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Indiana",42136,"DeKalb County, Indiana",0
"G1800350","2007-2011",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Indiana",117413,"Delaware County, Indiana",0
"G1800370","2007-2011",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois County, Indiana",41933,"Dubois County, Indiana",0
"G1800390","2007-2011",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart County, Indiana",197614,"Elkhart County, Indiana",0
"G1800410","2007-2011",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Indiana",24325,"Fayette County, Indiana",0
"G1800430","2007-2011",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Indiana",74112,"Floyd County, Indiana",0
"G1800450","2007-2011",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",17282,"Fountain County, Indiana",0
"G1800470","2007-2011",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",23183,"Franklin County, Indiana",0
"G1800490","2007-2011",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",20745,"Fulton County, Indiana",0
"G1800510","2007-2011",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",33405,"Gibson County, Indiana",0
"G1800530","2007-2011",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",70051,"Grant County, Indiana",0
"G1800550","2007-2011",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",33014,"Greene County, Indiana",0
"G1800570","2007-2011",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",268871,"Hamilton County, Indiana",0
"G1800590","2007-2011",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",69035,"Hancock County, Indiana",0
"G1800610","2007-2011",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",38927,"Harrison County, Indiana",0
"G1800630","2007-2011",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",143153,"Hendricks County, Indiana",0
"G1800650","2007-2011",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",49105,"Henry County, Indiana",0
"G1800670","2007-2011",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",83094,"Howard County, Indiana",0
"G1800690","2007-2011",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",37242,"Huntington County, Indiana",0
"G1800710","2007-2011",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",42150,"Jackson County, Indiana",0
"G1800730","2007-2011",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",33254,"Jasper County, Indiana",0
"G1800750","2007-2011",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",21392,"Jay County, Indiana",0
"G1800770","2007-2011",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",32380,"Jefferson County, Indiana",0
"G1800790","2007-2011",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",28441,"Jennings County, Indiana",0
"G1800810","2007-2011",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",138227,"Johnson County, Indiana",0
"G1800830","2007-2011",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",38446,"Knox County, Indiana",0
"G1800850","2007-2011",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",77174,"Kosciusko County, Indiana",0
"G1800870","2007-2011",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",37152,"LaGrange County, Indiana",0
"G1800890","2007-2011",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",495272,"Lake County, Indiana",0
"G1800910","2007-2011",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",111286,"LaPorte County, Indiana",0
"G1800930","2007-2011",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",46203,"Lawrence County, Indiana",0
"G1800950","2007-2011",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",131445,"Madison County, Indiana",0
"G1800970","2007-2011",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",897515,"Marion County, Indiana",0
"G1800990","2007-2011",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",47016,"Marshall County, Indiana",0
"G1801010","2007-2011",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",10321,"Martin County, Indiana",0
"G1801030","2007-2011",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",37078,"Miami County, Indiana",0
"G1801050","2007-2011",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",136278,"Monroe County, Indiana",0
"G1801070","2007-2011",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",38220,"Montgomery County, Indiana",0
"G1801090","2007-2011",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",68894,"Morgan County, Indiana",0
"G1801110","2007-2011",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",14270,"Newton County, Indiana",0
"G1801130","2007-2011",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",47522,"Noble County, Indiana",0
"G1801150","2007-2011",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",6074,"Ohio County, Indiana",0
"G1801170","2007-2011",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",19881,"Orange County, Indiana",0
"G1801190","2007-2011",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",21665,"Owen County, Indiana",0
"G1801210","2007-2011",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",17368,"Parke County, Indiana",0
"G1801230","2007-2011",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",19350,"Perry County, Indiana",0
"G1801250","2007-2011",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",12901,"Pike County, Indiana",0
"G1801270","2007-2011",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",163406,"Porter County, Indiana",0
"G1801290","2007-2011",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",25973,"Posey County, Indiana",0
"G1801310","2007-2011",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",13529,"Pulaski County, Indiana",0
"G1801330","2007-2011",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",38082,"Putnam County, Indiana",0
"G1801350","2007-2011",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",26205,"Randolph County, Indiana",0
"G1801370","2007-2011",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",28657,"Ripley County, Indiana",0
"G1801390","2007-2011",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",17481,"Rush County, Indiana",0
"G1801410","2007-2011",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",266740,"St. Joseph County, Indiana",0
"G1801430","2007-2011",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",24112,"Scott County, Indiana",0
"G1801450","2007-2011",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",44337,"Shelby County, Indiana",0
"G1801470","2007-2011",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",20978,"Spencer County, Indiana",0
"G1801490","2007-2011",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",23311,"Starke County, Indiana",0
"G1801510","2007-2011",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",34084,"Steuben County, Indiana",0
