GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,MNTE001,NAME_M,MNTM001
"G1301730","2007-2011",,,"Georgia","13","Lanier County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lanier County, Georgia",9779,"Lanier County, Georgia",0
"G1301750","2007-2011",,,"Georgia","13","Laurens County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, Georgia",48163,"Laurens County, Georgia",0
"G1301770","2007-2011",,,"Georgia","13","Lee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Georgia",28251,"Lee County, Georgia",0
"G1301790","2007-2011",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Georgia",64320,"Liberty County, Georgia",0
"G1301810","2007-2011",,,"Georgia","13","Lincoln County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Georgia",8045,"Lincoln County, Georgia",0
"G1301830","2007-2011",,,"Georgia","13","Long County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long County, Georgia",13738,"Long County, Georgia",0
"G1301850","2007-2011",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Georgia",107172,"Lowndes County, Georgia",0
"G1301870","2007-2011",,,"Georgia","13","Lumpkin County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumpkin County, Georgia",29419,"Lumpkin County, Georgia",0
"G1301890","2007-2011",,,"Georgia","13","McDuffie County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDuffie County, Georgia",21739,"McDuffie County, Georgia",0
"G1301910","2007-2011",,,"Georgia","13","McIntosh County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, Georgia",14065,"McIntosh County, Georgia",0
"G1301930","2007-2011",,,"Georgia","13","Macon County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Georgia",14560,"Macon County, Georgia",0
"G1301950","2007-2011",,,"Georgia","13","Madison County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Georgia",27915,"Madison County, Georgia",0
"G1301970","2007-2011",,,"Georgia","13","Marion County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Georgia",8536,"Marion County, Georgia",0
"G1301990","2007-2011",,,"Georgia","13","Meriwether County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meriwether County, Georgia",22213,"Meriwether County, Georgia",0
"G1302010","2007-2011",,,"Georgia","13","Miller County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Georgia",6140,"Miller County, Georgia",0
"G1302050","2007-2011",,,"Georgia","13","Mitchell County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Georgia",23677,"Mitchell County, Georgia",0
"G1302070","2007-2011",,,"Georgia","13","Monroe County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Georgia",26203,"Monroe County, Georgia",0
"G1302090","2007-2011",,,"Georgia","13","Montgomery County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Georgia",9121,"Montgomery County, Georgia",0
"G1302110","2007-2011",,,"Georgia","13","Morgan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Georgia",17876,"Morgan County, Georgia",0
"G1302130","2007-2011",,,"Georgia","13","Murray County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Georgia",39800,"Murray County, Georgia",0
"G1302150","2007-2011",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscogee County, Georgia",188548,"Muscogee County, Georgia",0
"G1302170","2007-2011",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Georgia",98864,"Newton County, Georgia",0
"G1302190","2007-2011",,,"Georgia","13","Oconee County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, Georgia",32246,"Oconee County, Georgia",0
"G1302210","2007-2011",,,"Georgia","13","Oglethorpe County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oglethorpe County, Georgia",14686,"Oglethorpe County, Georgia",0
"G1302230","2007-2011",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paulding County, Georgia",139067,"Paulding County, Georgia",0
"G1302250","2007-2011",,,"Georgia","13","Peach County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peach County, Georgia",27349,"Peach County, Georgia",0
"G1302270","2007-2011",,,"Georgia","13","Pickens County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Georgia",29406,"Pickens County, Georgia",0
"G1302290","2007-2011",,,"Georgia","13","Pierce County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Georgia",18457,"Pierce County, Georgia",0
"G1302310","2007-2011",,,"Georgia","13","Pike County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Georgia",17646,"Pike County, Georgia",0
"G1302330","2007-2011",,,"Georgia","13","Polk County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Georgia",41233,"Polk County, Georgia",0
"G1302350","2007-2011",,,"Georgia","13","Pulaski County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Georgia",11732,"Pulaski County, Georgia",0
"G1302370","2007-2011",,,"Georgia","13","Putnam County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Georgia",21128,"Putnam County, Georgia",0
"G1302390","2007-2011",,,"Georgia","13","Quitman County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Georgia",2489,"Quitman County, Georgia",288
"G1302410","2007-2011",,,"Georgia","13","Rabun County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rabun County, Georgia",16302,"Rabun County, Georgia",0
"G1302430","2007-2011",,,"Georgia","13","Randolph County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Georgia",7678,"Randolph County, Georgia",0
"G1302450","2007-2011",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Georgia",199100,"Richmond County, Georgia",0
"G1302470","2007-2011",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockdale County, Georgia",84303,"Rockdale County, Georgia",0
"G1302490","2007-2011",,,"Georgia","13","Schley County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schley County, Georgia",4885,"Schley County, Georgia",0
"G1302510","2007-2011",,,"Georgia","13","Screven County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Screven County, Georgia",14697,"Screven County, Georgia",0
"G1302530","2007-2011",,,"Georgia","13","Seminole County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seminole County, Georgia",8784,"Seminole County, Georgia",0
"G1302550","2007-2011",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spalding County, Georgia",63713,"Spalding County, Georgia",0
"G1302570","2007-2011",,,"Georgia","13","Stephens County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Georgia",25964,"Stephens County, Georgia",0
"G1302590","2007-2011",,,"Georgia","13","Stewart County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stewart County, Georgia",5887,"Stewart County, Georgia",0
"G1302610","2007-2011",,,"Georgia","13","Sumter County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Georgia",32825,"Sumter County, Georgia",0
"G1302630","2007-2011",,,"Georgia","13","Talbot County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot County, Georgia",6879,"Talbot County, Georgia",0
"G1302650","2007-2011",,,"Georgia","13","Taliaferro County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taliaferro County, Georgia",1791,"Taliaferro County, Georgia",288
"G1302670","2007-2011",,,"Georgia","13","Tattnall County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tattnall County, Georgia",24720,"Tattnall County, Georgia",0
"G1302690","2007-2011",,,"Georgia","13","Taylor County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Georgia",8794,"Taylor County, Georgia",0
"G1302710","2007-2011",,,"Georgia","13","Telfair County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Telfair County, Georgia",16177,"Telfair County, Georgia",0
"G1302730","2007-2011",,,"Georgia","13","Terrell County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Georgia",9530,"Terrell County, Georgia",0
"G1302750","2007-2011",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Georgia",44609,"Thomas County, Georgia",0
"G1302770","2007-2011",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tift County, Georgia",40204,"Tift County, Georgia",0
"G1302790","2007-2011",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toombs County, Georgia",27269,"Toombs County, Georgia",0
"G1302810","2007-2011",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Towns County, Georgia",10502,"Towns County, Georgia",0
"G1302830","2007-2011",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treutlen County, Georgia",6846,"Treutlen County, Georgia",0
"G1302850","2007-2011",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troup County, Georgia",66422,"Troup County, Georgia",0
"G1302870","2007-2011",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, Georgia",8973,"Turner County, Georgia",0
"G1302890","2007-2011",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twiggs County, Georgia",9200,"Twiggs County, Georgia",0
"G1302910","2007-2011",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Georgia",21217,"Union County, Georgia",0
"G1302930","2007-2011",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upson County, Georgia",27235,"Upson County, Georgia",0
"G1302950","2007-2011",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Georgia",68370,"Walker County, Georgia",0
"G1302970","2007-2011",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walton County, Georgia",83003,"Walton County, Georgia",0
"G1302990","2007-2011",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ware County, Georgia",36181,"Ware County, Georgia",0
"G1303010","2007-2011",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Georgia",5873,"Warren County, Georgia",0
"G1303030","2007-2011",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Georgia",21175,"Washington County, Georgia",0
"G1303050","2007-2011",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Georgia",29988,"Wayne County, Georgia",0
"G1303070","2007-2011",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Georgia",2760,"Webster County, Georgia",0
"G1303090","2007-2011",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Georgia",7354,"Wheeler County, Georgia",0
"G1303110","2007-2011",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Georgia",26840,"White County, Georgia",0
"G1303130","2007-2011",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitfield County, Georgia",101234,"Whitfield County, Georgia",0
"G1303150","2007-2011",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Georgia",9131,"Wilcox County, Georgia",0
"G1303170","2007-2011",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, Georgia",10485,"Wilkes County, Georgia",0
"G1303190","2007-2011",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Georgia",9617,"Wilkinson County, Georgia",0
"G1303210","2007-2011",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Georgia",21741,"Worth County, Georgia",0
"G1500010","2007-2011",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",182997,"Hawaii County, Hawaii",0
"G1500030","2007-2011",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",944287,"Honolulu County, Hawaii",0
"G1500050","2007-2011",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kalawao County, Hawaii",57,"Kalawao County, Hawaii",17
"G1500070","2007-2011",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kauai County, Hawaii",66306,"Kauai County, Hawaii",0
"G1500090","2007-2011",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maui County, Hawaii",152907,"Maui County, Hawaii",17
"G1600010","2007-2011",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ada County, Idaho",388174,"Ada County, Idaho",0
"G1600030","2007-2011",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Idaho",3980,"Adams County, Idaho",0
"G1600050","2007-2011",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bannock County, Idaho",81730,"Bannock County, Idaho",0
"G1600070","2007-2011",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bear Lake County, Idaho",6013,"Bear Lake County, Idaho",0
"G1600090","2007-2011",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benewah County, Idaho",9293,"Benewah County, Idaho",0
"G1600110","2007-2011",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bingham County, Idaho",45002,"Bingham County, Idaho",0
"G1600130","2007-2011",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",21354,"Blaine County, Idaho",0
"G1600150","2007-2011",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",7094,"Boise County, Idaho",0
"G1600170","2007-2011",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",40849,"Bonner County, Idaho",0
"G1600190","2007-2011",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",102422,"Bonneville County, Idaho",0
"G1600210","2007-2011",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",10845,"Boundary County, Idaho",0
"G1600230","2007-2011",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",2848,"Butte County, Idaho",0
"G1600250","2007-2011",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",1235,"Camas County, Idaho",123
"G1600270","2007-2011",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",186620,"Canyon County, Idaho",0
"G1600290","2007-2011",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",6893,"Caribou County, Idaho",0
"G1600310","2007-2011",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",22491,"Cassia County, Idaho",0
"G1600330","2007-2011",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",847,"Clark County, Idaho",123
"G1600350","2007-2011",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",8753,"Clearwater County, Idaho",0
"G1600370","2007-2011",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",4313,"Custer County, Idaho",0
"G1600390","2007-2011",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",26744,"Elmore County, Idaho",0
"G1600410","2007-2011",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",12650,"Franklin County, Idaho",0
"G1600430","2007-2011",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",13133,"Fremont County, Idaho",0
"G1600450","2007-2011",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",16783,"Gem County, Idaho",0
"G1600470","2007-2011",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",15285,"Gooding County, Idaho",0
"G1600490","2007-2011",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",16108,"Idaho County, Idaho",0
"G1600510","2007-2011",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",25291,"Jefferson County, Idaho",0
"G1600530","2007-2011",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",21794,"Jerome County, Idaho",0
"G1600550","2007-2011",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",137178,"Kootenai County, Idaho",0
"G1600570","2007-2011",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",36932,"Latah County, Idaho",0
"G1600590","2007-2011",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",7895,"Lemhi County, Idaho",0
"G1600610","2007-2011",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",3785,"Lewis County, Idaho",0
"G1600630","2007-2011",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",5106,"Lincoln County, Idaho",0
"G1600650","2007-2011",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",36984,"Madison County, Idaho",0
"G1600670","2007-2011",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",19740,"Minidoka County, Idaho",0
"G1600690","2007-2011",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",39088,"Nez Perce County, Idaho",0
"G1600710","2007-2011",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",4225,"Oneida County, Idaho",0
"G1600730","2007-2011",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",11449,"Owyhee County, Idaho",0
"G1600750","2007-2011",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",22596,"Payette County, Idaho",0
"G1600770","2007-2011",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",7671,"Power County, Idaho",0
"G1600790","2007-2011",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",12849,"Shoshone County, Idaho",0
"G1600810","2007-2011",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",9786,"Teton County, Idaho",0
"G1600830","2007-2011",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",76129,"Twin Falls County, Idaho",0
"G1600850","2007-2011",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",9877,"Valley County, Idaho",0
"G1600870","2007-2011",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",10153,"Washington County, Idaho",0
"G1700010","2007-2011",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",67045,"Adams County, Illinois",0
"G1700030","2007-2011",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",8314,"Alexander County, Illinois",0
"G1700050","2007-2011",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",17849,"Bond County, Illinois",0
"G1700070","2007-2011",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",54084,"Boone County, Illinois",0
"G1700090","2007-2011",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",6897,"Brown County, Illinois",0
"G1700110","2007-2011",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",34963,"Bureau County, Illinois",0
"G1700130","2007-2011",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",5093,"Calhoun County, Illinois",0
"G1700150","2007-2011",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",15474,"Carroll County, Illinois",0
"G1700170","2007-2011",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",13639,"Cass County, Illinois",0
"G1700190","2007-2011",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",199443,"Champaign County, Illinois",0
"G1700210","2007-2011",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",34897,"Christian County, Illinois",0
"G1700230","2007-2011",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",16442,"Clark County, Illinois",0
"G1700250","2007-2011",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",13862,"Clay County, Illinois",0
"G1700270","2007-2011",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",37577,"Clinton County, Illinois",0
"G1700290","2007-2011",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",53684,"Coles County, Illinois",0
"G1700310","2007-2011",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",5182969,"Cook County, Illinois",0
"G1700330","2007-2011",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",19850,"Crawford County, Illinois",0
"G1700350","2007-2011",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",11073,"Cumberland County, Illinois",0
"G1700370","2007-2011",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",104684,"DeKalb County, Illinois",0
"G1700390","2007-2011",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",16635,"De Witt County, Illinois",0
"G1700410","2007-2011",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",19958,"Douglas County, Illinois",0
"G1700430","2007-2011",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",914224,"DuPage County, Illinois",0
"G1700450","2007-2011",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",18658,"Edgar County, Illinois",0
"G1700470","2007-2011",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",6693,"Edwards County, Illinois",0
"G1700490","2007-2011",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",34229,"Effingham County, Illinois",0
"G1700510","2007-2011",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",22051,"Fayette County, Illinois",0
"G1700530","2007-2011",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",14088,"Ford County, Illinois",0
"G1700550","2007-2011",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",39540,"Franklin County, Illinois",0
"G1700570","2007-2011",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",37122,"Fulton County, Illinois",0
"G1700590","2007-2011",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",5685,"Gallatin County, Illinois",0
"G1700610","2007-2011",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",13911,"Greene County, Illinois",0
"G1700630","2007-2011",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",49460,"Grundy County, Illinois",0
"G1700650","2007-2011",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",8441,"Hamilton County, Illinois",0
"G1700670","2007-2011",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",19155,"Hancock County, Illinois",0
"G1700690","2007-2011",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",4357,"Hardin County, Illinois",0
