GISJOIN,YEAR,AREANAME,STATE,STATEA,COUNTY,COUNTYA,DATAFLAG,NOTECODE,AGWD001
"G0101130","2005","Russell, AL","Alabama","010","Russell","1130","0","0",49059
"G0101150","2005","St. Clair, AL","Alabama","010","St Clair","1150","0","0",72025
"G0101170","2005","Shelby, AL","Alabama","010","Shelby","1170","0","0",170490
"G0101190","2005","Sumter, AL","Alabama","010","Sumter","1190","0","0",13641
"G0101210","2005","Talladega, AL","Alabama","010","Talladega","1210","0","0",79928
"G0101230","2005","Tallapoosa, AL","Alabama","010","Tallapoosa","1230","0","0",40442
"G0101250","2005","Tuscaloosa, AL","Alabama","010","Tuscaloosa","1250","0","0",170979
"G0101270","2005","Walker, AL","Alabama","010","Walker","1270","0","0",69203
"G0101290","2005","Washington, AL","Alabama","010","Washington","1290","0","0",17428
"G0101310","2005","Wilcox, AL","Alabama","010","Wilcox","1310","0","0",12652
"G0101330","2005","Winston, AL","Alabama","010","Winston","1330","0","0",24240
"G0200130","2005","Aleutians East, AK","Alaska","020","Aleutians East","0130","0","0",2646
"G0200160","2005","Aleutians West, AK","Alaska","020","Aleutians West","0160","0","0",5359
"G0200200","2005","Anchorage, AK","Alaska","020","Anchorage","0200","0","0",276613
"G0200500","2005","Bethel, AK","Alaska","020","Bethel","0500","0","0",17044
"G0200600","2005","Bristol Bay, AK","Alaska","020","Bristol Bay Borough","0600","0","0",1110
"G0200680","2005","Denali, AK","Alaska","020","Denali","0680","0","0",1837
"G0200700","2005","Dillingham, AK","Alaska","020","Dillingham","0700","0","0",4941
"G0200900","2005","Fairbanks North Star, AK","Alaska","020","Fairbanks North Star","0900","0","0",94514
"G0201000","2005","Haines, AK","Alaska","020","Haines","1000","0","0",2223
"G0201050","2005","Hoonah-Angoon, AK","Alaska","020","Hoonah-Angoon","1050","1 - Data for another unit not enumerated separately are included with this unit","5047",3108
"G0201100","2005","Juneau, AK","Alaska","020","Juneau","1100","0","0",31005
"G0201220","2005","Kenai Peninsula, AK","Alaska","020","Kenai Peninsula","1220","0","0",51570
"G0201300","2005","Ketchikan Gateway, AK","Alaska","020","Ketchikan Gateway","1300","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",13194
"G0201500","2005","Kodiak Island, AK","Alaska","020","Kodiak Island","1500","0","0",12961
"G0201640","2005","Lake and Peninsula, AK","Alaska","020","Lake and Peninsula","1640","0","0",1562
"G0201700","2005","Matanuska-Susitna, AK","Alaska","020","Matanuska-Susitna","1700","0","0",75026
"G0201800","2005","Nome, AK","Alaska","020","Nome","1800","0","0",9391
"G0201850","2005","North Slope, AK","Alaska","020","North Slope","1850","0","0",6764
"G0201880","2005","Northwest Arctic, AK","Alaska","020","Northwest Arctic","1880","0","0",7381
"G0201950","2005","Petersburg, AK","Alaska","020","Petersburg","1950","1 - Data for another unit not enumerated separately are included with this unit","5090",6113
"G0201980","2005","Prince of Wales-Hyder, AK","Alaska","020","Prince of Wales-Hyder","1980","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",5600
"G0202200","2005","Sitka, AK","Alaska","020","Sitka","2200","0","0",8964
"G0202300","2005","Skagway, AK","Alaska","020","Skagway","2300","2 - Data for this unit are not enumerated separately and are included with another unit","5047",0
"G0202400","2005","Southeast Fairbanks, AK","Alaska","020","Southeast Fairbanks","2400","0","0",6438
"G0202610","2005","Valdez-Cordova, AK","Alaska","020","Valdez-Cordova","2610","0","0",9822
"G0202700","2005","Wade Hampton, AK","Alaska","020","Wade Hampton","2700","0","0",7462
"G0202750","2005","Wrangell, AK","Alaska","020","Wrangell","2750","2 - Data for this unit are not enumerated separately and are included with another unit","5090",0
"G0202820","2005","Yakutat, AK","Alaska","020","Yakutat","2820","0","0",684
"G0202900","2005","Yukon-Koyukuk, AK","Alaska","020","Yukon-Koyukuk","2900","0","0",6079
"G0400010","2005","Apache, AZ","Arizona","040","Apache","0010","0","0",68283
"G0400030","2005","Cochise, AZ","Arizona","040","Cochise","0030","0","0",125521
"G0400050","2005","Coconino, AZ","Arizona","040","Coconino","0050","0","0",124728
"G0400070","2005","Gila, AZ","Arizona","040","Gila","0070","0","0",50879
"G0400090","2005","Graham, AZ","Arizona","040","Graham","0090","0","0",32800
"G0400110","2005","Greenlee, AZ","Arizona","040","Greenlee","0110","0","0",7305
"G0400120","2005","La Paz, AZ","Arizona","040","La Paz","0120","0","0",19944
"G0400130","2005","Maricopa, AZ","Arizona","040","Maricopa","0130","0","0",3646569
"G0400150","2005","Mohave, AZ","Arizona","040","Mohave","0150","0","0",185274
"G0400170","2005","Navajo, AZ","Arizona","040","Navajo","0170","0","0",106969
"G0400190","2005","Pima, AZ","Arizona","040","Pima","0190","0","0",927084
"G0400210","2005","Pinal, AZ","Arizona","040","Pinal","0210","0","0",237323
"G0400230","2005","Santa Cruz, AZ","Arizona","040","Santa Cruz","0230","0","0",41149
"G0400250","2005","Yavapai, AZ","Arizona","040","Yavapai","0250","0","0",197680
"G0400270","2005","Yuma, AZ","Arizona","040","Yuma","0270","0","0",180575
"G0500010","2005","Arkansas, AR","Arkansas","050","Arkansas","0010","0","0",19869
"G0500030","2005","Ashley, AR","Arkansas","050","Ashley","0030","0","0",22835
"G0500050","2005","Baxter, AR","Arkansas","050","Baxter","0050","0","0",40285
"G0500070","2005","Benton, AR","Arkansas","050","Benton","0070","0","0",187043
"G0500090","2005","Boone, AR","Arkansas","050","Boone","0090","0","0",35416
"G0500110","2005","Bradley, AR","Arkansas","050","Bradley","0110","0","0",12190
"G0500130","2005","Calhoun, AR","Arkansas","050","Calhoun","0130","0","0",5535
"G0500150","2005","Carroll, AR","Arkansas","050","Carroll","0150","0","0",26832
"G0500170","2005","Chicot, AR","Arkansas","050","Chicot","0170","0","0",12749
"G0500190","2005","Clark, AR","Arkansas","050","Clark","0190","0","0",23201
"G0500210","2005","Clay, AR","Arkansas","050","Clay","0210","0","0",16492
"G0500230","2005","Cleburne, AR","Arkansas","050","Cleburne","0230","0","0",25093
"G0500250","2005","Cleveland, AR","Arkansas","050","Cleveland","0250","0","0",8744
"G0500270","2005","Columbia, AR","Arkansas","050","Columbia","0270","0","0",24603
"G0500290","2005","Conway, AR","Arkansas","050","Conway","0290","0","0",20456
"G0500310","2005","Craighead, AR","Arkansas","050","Craighead","0310","0","0",87520
"G0500330","2005","Crawford, AR","Arkansas","050","Crawford","0330","0","0",56958
"G0500350","2005","Crittenden, AR","Arkansas","050","Crittenden","0350","0","0",51458
"G0500370","2005","Cross, AR","Arkansas","050","Cross","0370","0","0",19232
"G0500390","2005","Dallas, AR","Arkansas","050","Dallas","0390","0","0",8479
"G0500410","2005","Desha, AR","Arkansas","050","Desha","0410","0","0",14134
"G0500430","2005","Drew, AR","Arkansas","050","Drew","0430","0","0",18725
"G0500450","2005","Faulkner, AR","Arkansas","050","Faulkner","0450","0","0",98663
"G0500470","2005","Franklin, AR","Arkansas","050","Franklin","0470","0","0",17995
"G0500490","2005","Fulton, AR","Arkansas","050","Fulton","0490","0","0",11743
"G0500510","2005","Garland, AR","Arkansas","050","Garland","0510","0","0",93278
"G0500530","2005","Grant, AR","Arkansas","050","Grant","0530","0","0",17275
"G0500550","2005","Greene, AR","Arkansas","050","Greene","0550","0","0",39168
"G0500570","2005","Hempstead, AR","Arkansas","050","Hempstead","0570","0","0",23070
"G0500590","2005","Hot Spring, AR","Arkansas","050","Hot Spring","0590","0","0",31050
"G0500610","2005","Howard, AR","Arkansas","050","Howard","0610","0","0",14328
"G0500630","2005","Independence, AR","Arkansas","050","Independence","0630","0","0",34300
"G0500650","2005","Izard, AR","Arkansas","050","Izard","0650","0","0",13133
"G0500670","2005","Jackson, AR","Arkansas","050","Jackson","0670","0","0",17526
"G0500690","2005","Jefferson, AR","Arkansas","050","Jefferson","0690","0","0",80884
"G0500710","2005","Johnson, AR","Arkansas","050","Johnson","0710","0","0",23898
"G0500730","2005","Lafayette, AR","Arkansas","050","Lafayette","0730","0","0",7949
"G0500750","2005","Lawrence, AR","Arkansas","050","Lawrence","0750","0","0",17045
"G0500770","2005","Lee, AR","Arkansas","050","Lee","0770","0","0",11275
"G0500790","2005","Lincoln, AR","Arkansas","050","Lincoln","0790","0","0",14111
"G0500810","2005","Little River, AR","Arkansas","050","Little River","0810","0","0",12957
"G0500830","2005","Logan, AR","Arkansas","050","Logan","0830","0","0",22591
"G0500850","2005","Lonoke, AR","Arkansas","050","Lonoke","0850","0","0",59716
"G0500870","2005","Madison, AR","Arkansas","050","Madison","0870","0","0",14866
"G0500890","2005","Marion, AR","Arkansas","050","Marion","0890","0","0",16342
"G0500910","2005","Miller, AR","Arkansas","050","Miller","0910","0","0",42338
"G0500930","2005","Mississippi, AR","Arkansas","050","Mississippi","0930","0","0",47176
"G0500950","2005","Monroe, AR","Arkansas","050","Monroe","0950","0","0",9105
"G0500970","2005","Montgomery, AR","Arkansas","050","Montgomery","0970","0","0",9074
"G0500990","2005","Nevada, AR","Arkansas","050","Nevada","0990","0","0",9539
"G0501010","2005","Newton, AR","Arkansas","050","Newton","1010","0","0",8388
"G0501030","2005","Ouachita, AR","Arkansas","050","Ouachita","1030","0","0",26651
"G0501050","2005","Perry, AR","Arkansas","050","Perry","1050","0","0",10278
"G0501070","2005","Phillips, AR","Arkansas","050","Phillips","1070","0","0",23296
"G0501090","2005","Pike, AR","Arkansas","050","Pike","1090","0","0",10857
"G0501110","2005","Poinsett, AR","Arkansas","050","Poinsett","1110","0","0",25110
"G0501130","2005","Polk, AR","Arkansas","050","Polk","1130","0","0",20024
"G0501150","2005","Pope, AR","Arkansas","050","Pope","1150","0","0",57258
"G0501170","2005","Prairie, AR","Arkansas","050","Prairie","1170","0","0",8965
"G0501190","2005","Pulaski, AR","Arkansas","050","Pulaski","1190","0","0",369461
"G0501210","2005","Randolph, AR","Arkansas","050","Randolph","1210","0","0",18099
"G0501230","2005","St. Francis, AR","Arkansas","050","St Francis","1230","0","0",27479
"G0501250","2005","Saline, AR","Arkansas","050","Saline","1250","0","0",90318
"G0501270","2005","Scott, AR","Arkansas","050","Scott","1270","0","0",10965
"G0501290","2005","Searcy, AR","Arkansas","050","Searcy","1290","0","0",7970
"G0501310","2005","Sebastian, AR","Arkansas","050","Sebastian","1310","0","0",118587
"G0501330","2005","Sevier, AR","Arkansas","050","Sevier","1330","0","0",16229
"G0501350","2005","Sharp, AR","Arkansas","050","Sharp","1350","0","0",17560
"G0501370","2005","Stone, AR","Arkansas","050","Stone","1370","0","0",11695
"G0501390","2005","Union, AR","Arkansas","050","Union","1390","0","0",43652
"G0501410","2005","Van Buren, AR","Arkansas","050","Van Buren","1410","0","0",16334
"G0501430","2005","Washington, AR","Arkansas","050","Washington","1430","0","0",184105
"G0501450","2005","White, AR","Arkansas","050","White","1450","0","0",71401
"G0501470","2005","Woodruff, AR","Arkansas","050","Woodruff","1470","0","0",8009
"G0501490","2005","Yell, AR","Arkansas","050","Yell","1490","0","0",21217
"G0600010","2005","Alameda, CA","California","060","Alameda","0010","0","0",1446608
"G0600030","2005","Alpine, CA","California","060","Alpine","0030","0","0",1126
"G0600050","2005","Amador, CA","California","060","Amador","0050","0","0",37827
"G0600070","2005","Butte, CA","California","060","Butte","0070","0","0",215208
"G0600090","2005","Calaveras, CA","California","060","Calaveras","0090","0","0",45752
"G0600110","2005","Colusa, CA","California","060","Colusa","0110","0","0",20675
"G0600130","2005","Contra Costa, CA","California","060","Contra Costa","0130","0","0",1005106
"G0600150","2005","Del Norte, CA","California","060","Del Norte","0150","0","0",28549
"G0600170","2005","El Dorado, CA","California","060","El Dorado","0170","0","0",173659
"G0600190","2005","Fresno, CA","California","060","Fresno","0190","0","0",873364
"G0600210","2005","Glenn, CA","California","060","Glenn","0210","0","0",27572
"G0600230","2005","Humboldt, CA","California","060","Humboldt","0230","0","0",129104
"G0600250","2005","Imperial, CA","California","060","Imperial","0250","0","0",153857
"G0600270","2005","Inyo, CA","California","060","Inyo","0270","0","0",17743
"G0600290","2005","Kern, CA","California","060","Kern","0290","0","0",750665
"G0600310","2005","Kings, CA","California","060","Kings","0310","0","0",143854
"G0600330","2005","Lake, CA","California","060","Lake","0330","0","0",64217
"G0600350","2005","Lassen, CA","California","060","Lassen","0350","0","0",34083
"G0600370","2005","Los Angeles, CA","California","060","Los Angeles","0370","0","0",9891484
"G0600390","2005","Madera, CA","California","060","Madera","0390","0","0",140521
"G0600410","2005","Marin, CA","California","060","Marin","0410","0","0",245272
"G0600430","2005","Mariposa, CA","California","060","Mariposa","0430","0","0",17732
"G0600450","2005","Mendocino, CA","California","060","Mendocino","0450","0","0",87160
"G0600470","2005","Merced, CA","California","060","Merced","0470","0","0",238777
"G0600490","2005","Modoc, CA","California","060","Modoc","0490","0","0",9294
"G0600510","2005","Mono, CA","California","060","Mono","0510","0","0",12806
"G0600530","2005","Monterey, CA","California","060","Monterey","0530","0","0",408777
"G0600550","2005","Napa, CA","California","060","Napa","0550","0","0",130519
"G0600570","2005","Nevada, CA","California","060","Nevada","0570","0","0",96675
"G0600590","2005","Orange, CA","California","060","Orange","0590","0","0",2982262
"G0600610","2005","Placer, CA","California","060","Placer","0610","0","0",315206
"G0600630","2005","Plumas, CA","California","060","Plumas","0630","0","0",20990
"G0600650","2005","Riverside, CA","California","060","Riverside","0650","0","0",1927211
"G0600670","2005","Sacramento, CA","California","060","Sacramento","0670","0","0",1361962
"G0600690","2005","San Benito, CA","California","060","San Benito","0690","0","0",55098
"G0600710","2005","San Bernardino, CA","California","060","San Bernardino","0710","0","0",1953229
"G0600730","2005","San Diego, CA","California","060","San Diego","0730","0","0",2941658
"G0600750","2005","San Francisco, CA","California","060","San Francisco","0750","0","0",751461
"G0600770","2005","San Joaquin, CA","California","060","San Joaquin","0770","0","0",657665
"G0600790","2005","San Luis Obispo, CA","California","060","San Luis Obispo","0790","0","0",258200
"G0600810","2005","San Mateo, CA","California","060","San Mateo","0810","0","0",698072
"G0600830","2005","Santa Barbara, CA","California","060","Santa Barbara","0830","0","0",402740
"G0600850","2005","Santa Clara, CA","California","060","Santa Clara","0850","0","0",1698642
"G0600870","2005","Santa Cruz, CA","California","060","Santa Cruz","0870","0","0",250360
"G0600890","2005","Shasta, CA","California","060","Shasta","0890","0","0",177696
"G0600910","2005","Sierra, CA","California","060","Sierra","0910","0","0",3347
"G0600930","2005","Siskiyou, CA","California","060","Siskiyou","0930","0","0",44459
"G0600950","2005","Solano, CA","California","060","Solano","0950","0","0",408243
"G0600970","2005","Sonoma, CA","California","060","Sonoma","0970","0","0",463631
"G0600990","2005","Stanislaus, CA","California","060","Stanislaus","0990","0","0",501084
"G0601010","2005","Sutter, CA","California","060","Sutter","1010","0","0",87965
"G0601030","2005","Tehama, CA","California","060","Tehama","1030","0","0",59702
"G0601050","2005","Trinity, CA","California","060","Trinity","1050","0","0",13661
"G0601070","2005","Tulare, CA","California","060","Tulare","1070","0","0",406491
"G0601090","2005","Tuolumne, CA","California","060","Tuolumne","1090","0","0",56295
"G0601110","2005","Ventura, CA","California","060","Ventura","1110","0","0",790868
"G0601130","2005","Yolo, CA","California","060","Yolo","1130","0","0",187044
"G0601150","2005","Yuba, CA","California","060","Yuba","1150","0","0",67084
"G0800010","2005","Adams, CO","Colorado","080","Adams","0010","0","0",399814
"G0800030","2005","Alamosa, CO","Colorado","080","Alamosa","0030","0","0",15336
"G0800050","2005","Arapahoe, CO","Colorado","080","Arapahoe","0050","0","0",527276
"G0800070","2005","Archuleta, CO","Colorado","080","Archuleta","0070","0","0",11627
"G0800090","2005","Baca, CO","Colorado","080","Baca","0090","0","0",3988
"G0800110","2005","Bent, CO","Colorado","080","Bent","0110","0","0",6159
"G0800130","2005","Boulder, CO","Colorado","080","Boulder","0130","0","0",283026
"G0800140","2005","Broomfield, CO","Colorado","080","Broomfield","0140","0","0",48559
"G0800150","2005","Chaffee, CO","Colorado","080","Chaffee","0150","0","0",16732
"G0800170","2005","Cheyenne, CO","Colorado","080","Cheyenne","0170","0","0",1886
"G0800190","2005","Clear Creek, CO","Colorado","080","Clear Creek","0190","0","0",9032
"G0800210","2005","Conejos, CO","Colorado","080","Conejos","0210","0","0",8217
"G0800230","2005","Costilla, CO","Colorado","080","Costilla","0230","0","0",3369
"G0800250","2005","Crowley, CO","Colorado","080","Crowley","0250","0","0",5951
"G0800270","2005","Custer, CO","Colorado","080","Custer","0270","0","0",3885
"G0800290","2005","Delta, CO","Colorado","080","Delta","0290","0","0",29550
"G0800310","2005","Denver, CO","Colorado","080","Denver","0310","0","0",566359
"G0800330","2005","Dolores, CO","Colorado","080","Dolores","0330","0","0",1802
"G0800350","2005","Douglas, CO","Colorado","080","Douglas","0350","0","0",246438
"G0800370","2005","Eagle, CO","Colorado","080","Eagle","0370","0","0",48186
"G0800390","2005","Elbert, CO","Colorado","080","Elbert","0390","0","0",22397
"G0800410","2005","El Paso, CO","Colorado","080","El Paso","0410","0","0",568115
"G0800430","2005","Fremont, CO","Colorado","080","Fremont","0430","0","0",46994
"G0800450","2005","Garfield, CO","Colorado","080","Garfield","0450","0","0",49443
"G0800470","2005","Gilpin, CO","Colorado","080","Gilpin","0470","0","0",4938
"G0800490","2005","Grand, CO","Colorado","080","Grand","0490","0","0",13136
"G0800510","2005","Gunnison, CO","Colorado","080","Gunnison","0510","0","0",14420
"G0800530","2005","Hinsdale, CO","Colorado","080","Hinsdale","0530","0","0",792
"G0800550","2005","Huerfano, CO","Colorado","080","Huerfano","0550","0","0",7784
"G0800570","2005","Jackson, CO","Colorado","080","Jackson","0570","0","0",1426
"G0800590","2005","Jefferson, CO","Colorado","080","Jefferson","0590","0","0",523427
"G0800610","2005","Kiowa, CO","Colorado","080","Kiowa","0610","0","0",1386
"G0800630","2005","Kit Carson, CO","Colorado","080","Kit Carson","0630","0","0",8038
"G0800650","2005","Lake, CO","Colorado","080","Lake","0650","0","0",7645
"G0800670","2005","La Plata, CO","Colorado","080","La Plata","0670","0","0",47825
"G0800690","2005","Larimer, CO","Colorado","080","Larimer","0690","0","0",276033
"G0800710","2005","Las Animas, CO","Colorado","080","Las Animas","0710","0","0",15658
"G0800730","2005","Lincoln, CO","Colorado","080","Lincoln","0730","0","0",5495
"G0800750","2005","Logan, CO","Colorado","080","Logan","0750","0","0",20882
"G0800770","2005","Mesa, CO","Colorado","080","Mesa","0770","0","0",129630
"G0800790","2005","Mineral, CO","Colorado","080","Mineral","0790","0","0",923
"G0800810","2005","Moffat, CO","Colorado","080","Moffat","0810","0","0",13131
"G0800830","2005","Montezuma, CO","Colorado","080","Montezuma","0830","0","0",24506
"G0800850","2005","Montrose, CO","Colorado","080","Montrose","0850","0","0",37127
"G0800870","2005","Morgan, CO","Colorado","080","Morgan","0870","0","0",27778
"G0800890","2005","Otero, CO","Colorado","080","Otero","0890","0","0",19243
"G0800910","2005","Ouray, CO","Colorado","080","Ouray","0910","0","0",4171
"G0800930","2005","Park, CO","Colorado","080","Park","0930","0","0",16588
"G0800950","2005","Phillips, CO","Colorado","080","Phillips","0950","0","0",4530
"G0800970","2005","Pitkin, CO","Colorado","080","Pitkin","0970","0","0",14939
"G0800990","2005","Prowers, CO","Colorado","080","Prowers","0990","0","0",13710
"G0801010","2005","Pueblo, CO","Colorado","080","Pueblo","1010","0","0",150028
"G0801030","2005","Rio Blanco, CO","Colorado","080","Rio Blanco","1030","0","0",5847
"G0801050","2005","Rio Grande, CO","Colorado","080","Rio Grande","1050","0","0",12052
"G0801070","2005","Routt, CO","Colorado","080","Routt","1070","0","0",21329
"G0801090","2005","Saguache, CO","Colorado","080","Saguache","1090","0","0",6841
"G0801110","2005","San Juan, CO","Colorado","080","San Juan","1110","0","0",564
"G0801130","2005","San Miguel, CO","Colorado","080","San Miguel","1130","0","0",7231
"G0801150","2005","Sedgwick, CO","Colorado","080","Sedgwick","1150","0","0",2491
"G0801170","2005","Summit, CO","Colorado","080","Summit","1170","0","0",25454
"G0801190","2005","Teller, CO","Colorado","080","Teller","1190","0","0",21318
"G0801210","2005","Washington, CO","Colorado","080","Washington","1210","0","0",4733
"G0801230","2005","Weld, CO","Colorado","080","Weld","1230","0","0",226869
"G0801250","2005","Yuma, CO","Colorado","080","Yuma","1250","0","0",9665
"G0900010","2005","Fairfield, CT","Connecticut","090","Fairfield","0010","0","0",895169
"G0900030","2005","Hartford, CT","Connecticut","090","Hartford","0030","0","0",872242
"G0900050","2005","Litchfield, CT","Connecticut","090","Litchfield","0050","0","0",187861
"G0900070","2005","Middlesex, CT","Connecticut","090","Middlesex","0070","0","0",162123
"G0900090","2005","New Haven, CT","Connecticut","090","New Haven","0090","0","0",841779
"G0900110","2005","New London, CT","Connecticut","090","New London","0110","0","0",265504
"G0900130","2005","Tolland, CT","Connecticut","090","Tolland","0130","0","0",146577
"G0900150","2005","Windham, CT","Connecticut","090","Windham","0150","0","0",115235
"G1000010","2005","Kent, DE","Delaware","100","Kent","0010","0","0",143695
"G1000030","2005","New Castle, DE","Delaware","100","New Castle","0030","0","0",521093
"G1000050","2005","Sussex, DE","Delaware","100","Sussex","0050","0","0",175770
"G1100010","2005","District of Columbia","District Of Columbia","110","District of Columbia","0010","0","0",582049
"G1200010","2005","Alachua, FL","Florida","120","Alachua","0010","0","0",231864
"G1200030","2005","Baker, FL","Florida","120","Baker","0030","0","0",24442
"G1200050","2005","Bay, FL","Florida","120","Bay","0050","0","0",161599
"G1200070","2005","Bradford, FL","Florida","120","Bradford","0070","0","0",28023
"G1200090","2005","Brevard, FL","Florida","120","Brevard","0090","0","0",526805
"G1200110","2005","Broward, FL","Florida","120","Broward","0110","0","0",1770707
"G1200130","2005","Calhoun, FL","Florida","120","Calhoun","0130","0","0",13319
"G1200150","2005","Charlotte, FL","Florida","120","Charlotte","0150","0","0",153329
"G1200170","2005","Citrus, FL","Florida","120","Citrus","0170","0","0",133008
"G1200190","2005","Clay, FL","Florida","120","Clay","0190","0","0",168287
"G1200210","2005","Collier, FL","Florida","120","Collier","0210","0","0",306773
"G1200230","2005","Columbia, FL","Florida","120","Columbia","0230","0","0",63939
"G1200270","2005","DeSoto, FL","Florida","120","DeSoto","0270","0","0",34301
"G1200290","2005","Dixie, FL","Florida","120","Dixie","0290","0","0",14585
"G1200310","2005","Duval, FL","Florida","120","Duval","0310","0","0",831707
"G1200330","2005","Escambia, FL","Florida","120","Escambia","0330","0","0",302613
"G1200350","2005","Flagler, FL","Florida","120","Flagler","0350","0","0",75426
"G1200370","2005","Franklin, FL","Florida","120","Franklin","0370","0","0",10076
"G1200390","2005","Gadsden, FL","Florida","120","Gadsden","0390","0","0",46046
"G1200410","2005","Gilchrist, FL","Florida","120","Gilchrist","0410","0","0",16230
"G1200430","2005","Glades, FL","Florida","120","Glades","0430","0","0",11293
"G1200450","2005","Gulf, FL","Florida","120","Gulf","0450","0","0",13989
"G1200470","2005","Hamilton, FL","Florida","120","Hamilton","0470","0","0",13823
"G1200490","2005","Hardee, FL","Florida","120","Hardee","0490","0","0",27859
"G1200510","2005","Hendry, FL","Florida","120","Hendry","0510","0","0",38526
"G1200530","2005","Hernando, FL","Florida","120","Hernando","0530","0","0",156462
"G1200550","2005","Highlands, FL","Florida","120","Highlands","0550","0","0",95233
"G1200570","2005","Hillsborough, FL","Florida","120","Hillsborough","0570","0","0",1134413
